#,Définissez l'objectif d'impact positif sur l'environnement de votre projet à horizon 2030 :,"Selon vous, quel(s) impact(s) négatif(s) pourrait avoir votre activité d'entreprise sur l'environnement ? ",Que comptez-vous mettre en place concrètement pour limiter l'empreinte environnementale de votre activité ?,Définissez l'objectif d'impact positif sur la société de votre projet à horizon 2030 :,"Parmi les 17 ODD, auxquels pensez-vous pouvoir contribuer, et comment ? ",Allez-vous prendre des engagements de responsabilité envers vos salariés ?,Vous nous racontez ?,Allez-vous prendre des engagements pour collaborer avec votre territoire d'implantation ?,"Ok, dites-nous en plus ! ",Envisagez-vous des rapprochements avec des organisations à but non lucratifs (associations notamment) ?,Expliquez-nous !,"Sur le plan sociétal, pensez-vous avoir un positionnement fort sur des thématiques chères à votre équipe ?",Trop bien ! Dites-nous tout !,Autre chose ??,Sur une échelle de 1 à 3 : estimez la difficulté de cette étape,Quelle a été votre principale difficulté sur cette étape ?,Votre numéro de groupe :,Start Date (UTC),Submit Date (UTC),Network ID
u359qr2iqypeuztku359m3v9wnq9x17a,,Les drones fonctionnent avec des batteries qui sont difficilement recyclable (batterie au lithium).,Aider le financement de projets développant des batterie plus responsables et facile à recycler.,Dépolluer en nettoyant les ports.,Ville et communauté durable + vie aquatique,1,"La formation au nouvelle technologie, notamment plus propre, pour les employés de l'entreprise.",1,"Nous travaillons avec la métropole de Marseille ici, et avec toutes les autres métropole côtières par la suite.",1,Nous les aidons en favorisant notamment le travail de récolte. Nous souhaitons valoriser leur engagement.,1,L'énergie verte et durable nous intéresse et nous seront au fait des derniers avancements.,Non !,2,Identifier les projets travaillant sur des batteries plus responsables.,Test 2,2020-08-07 13:39:47,2020-08-07 13:49:02,9f3527fffe
qad676g7qog7ccseqad676d7w2p7ddeu,,"Un festival est un événement avec beaucoup de consommation, et donc de déchets. Il faudrait en produire le moins possible...
On peut aussi penser à la pollution sonore, qui pourrait déranger les habitants du lieu.
Pour finir, la consommation électrique est forte pour faire tourner le son et les lumières.","Couverts et assiettes recyclés et recyclables. 
Verres réutilisables avec consigne. 
Fournisseurs d’électricité verte. 
Lieu éloigné de toute habitation pour ne pas gêner.",Montrer que l'on peut faire des événements qui n'excluent pas les gens. Donc a terme : penser des événements ouverts à TOUS.,Réduction des inégalités.,1,"Un festival, c'est beaucoup de bénévoles. Nous voulons nous organiser avec des associations pour les former à la langue parlée-complétée (pour les malentendants), les former à l'accompagnement des PMR (personnes à mobilité réduite), etc.
Nous pensons que l'apprentissage est la clé de l'inclusion.",1,"Nous voulons échanger avec la mairie de la ville et le département, pour des financement, avec des contrepartie sur le tri des déchets par exemple.",1,"Nous voulons nous rapprocher des associations locales pour les formations de nos bénévoles.
Elle pourront alors avoir un stand sur l'événement pour faire des ateliers de sensibilisation à certaines situations de handicap.",1,Tout l'événement est pensé pour changer les choses !,Cette étape nous a permis de bien comprendre ce qu'était le développement durable ! Nous nous sommes posés des questions que nous n'avions pas en tête lors de l'étape précédente.,2,"Penser ces différentes parties, cela peut-être complexe. Mais à la fin, tout nous paraissait assez évident !",Test,2020-08-07 07:57:27,2020-08-07 08:13:37,9f3527fffe
